crashid,state,month,year,dayweek,time,crashtype,numberfatalities,businvolvement,heavyrigidtruckinvolvement,articulatedtruckinvolvement,speedlimit,nationalremotenessareas,sa4name2016,nationallganame2017,nationalroadtype,christmasperiod,easterperiod,dayofweek,timeofday
20171234,NSW,9,2017,Friday,15.40,Multiple,1,No,No,No,80,Inner Regional Australia,Mid North Coast,Port Macquarie-Hastings,Arterial Road,No,No,Weekday,Day
20172128,Vic,9,2017,Friday,10.40,Multiple,1,No,No,No,100,Inner Regional Australia,Shepparton,Greater Shepparton (C),Arterial Road,No,No,Weekday,Day
20175040,WA,9,2017,Friday,11.48,Single,1,No,No,No,60,,,,,No,No,Weekday,Day
20175088,WA,9,2017,Friday,15.29,Single,1,No,No,No,110,Inner Regional Australia,Bunbury,Capel (S),Arterial Road,No,No,Weekday,Day
20171077,NSW,9,2017,Friday,14.30,Single,1,No,No,No,50,Inner Regional Australia,Riverina,Cootamundra-Gundagai,Arterial Road,No,No,Weekday,Day
20172166,Vic,9,2017,Tuesday,14.20,Multiple,1,No,Yes,Yes,110,Inner Regional Australia,Ballarat,Moorabool (S),National or State Highway,No,No,Weekday,Day
20171211,NSW,9,2017,Thursday,15.10,Multiple,1,No,No,No,80,Inner Regional Australia,Hunter Valley exc Newcastle,Cessnock,Arterial Road,No,No,Weekday,Day
20171139,NSW,9,2017,Friday,13.20,Multiple,1,No,Yes,No,60,Major Cities of Australia,Sydney - Eastern Suburbs,Waverley,Arterial Road,No,No,Weekday,Day
20173121,Qld,9,2017,Tuesday,9.00,Multiple,1,No,No,No,60,,,,,No,No,Weekday,Day
20175059,WA,9,2017,Monday,15.49,Multiple,1,No,Yes,Yes,80,Major Cities of Australia,Perth - South West,Cockburn (C),Arterial Road,No,No,Weekday,Day
20174060,SA,9,2017,Tuesday,13.27,Multiple,1,No,No,No,110,Inner Regional Australia,South Australia - South East,Murray Bridge (RC),National or State Highway,No,No,Weekday,Day
20172184,Vic,9,2017,Wednesday,11.18,Single,1,No,No,No,100,Inner Regional Australia,Geelong,Golden Plains (S),National or State Highway,No,No,Weekday,Day
20175028,WA,9,2017,Wednesday,13.40,Single,1,No,No,No,110,Inner Regional Australia,Bunbury,Harvey (S),Local Road,No,No,Weekday,Day
20172006,Vic,9,2017,Monday,16.45,Multiple,1,No,No,No,100,Inner Regional Australia,Hume,Mitchell (S),National or State Highway,No,No,Weekday,Day
20172215,Vic,9,2017,Monday,17.50,Multiple,1,No,No,Yes,100,Inner Regional Australia,Warrnambool and South West,Colac-Otway (S),National or State Highway,No,No,Weekday,Day
20175102,WA,9,2017,Wednesday,17.15,Single,1,No,No,No,70,Major Cities of Australia,Perth - South West,Rockingham (C),National or State Highway,No,No,Weekday,Day
20173197,Qld,9,2017,Monday,12.00,Single,2,No,No,No,100,,,,,No,No,Weekday,Day
20173015,Qld,9,2017,Monday,11.00,Single,1,No,No,Yes,100,,,,,No,No,Weekday,Day
20173173,Qld,9,2017,Wednesday,8.00,Single,2,No,No,No,100,,,,,No,No,Weekday,Day
20171302,NSW,9,2017,Monday,6.10,Multiple,1,No,No,No,60,Major Cities of Australia,Sydney - South West,Fairfield,Collector Road,No,No,Weekday,Day
20172143,Vic,9,2017,Wednesday,7.00,Single,1,No,No,No,100,Inner Regional Australia,Shepparton,Campaspe (S),Collector Road,No,No,Weekday,Day
20174073,SA,9,2017,Wednesday,7.40,Single,1,No,No,No,100,Inner Regional Australia,Barossa - Yorke - Mid North,Barossa (DC),Arterial Road,No,No,Weekday,Day
20175130,WA,9,2017,Friday,16.07,Single,1,No,No,No,60,Major Cities of Australia,Perth - Inner,Mosman Park (T),National or State Highway,No,No,Weekday,Day
20171254,NSW,9,2017,Wednesday,13.30,Single,1,No,No,No,100,Outer Regional Australia,New England and North West,Inverell,National or State Highway,No,No,Weekday,Day
20171179,NSW,9,2017,Monday,7.40,Single,1,No,No,No,80,Inner Regional Australia,Coffs Harbour - Grafton,Clarence Valley,National or State Highway,No,No,Weekday,Day
20173003,Qld,9,2017,Wednesday,9.00,Single,1,No,No,No,100,,,,,No,No,Weekday,Day
20173069,Qld,9,2017,Wednesday,12.00,Single,1,No,No,No,50,,,,,No,No,Weekday,Day
20173038,Qld,9,2017,Wednesday,9.00,Multiple,1,No,No,No,60,,,,,No,No,Weekday,Day
20175037,WA,9,2017,Friday,19.30,Single,1,No,No,No,110,Very Remote Australia,Western Australia - Outback (North),Derby-West Kimberley (S),National or State Highway,No,No,Weekend,Night
20177014,NT,9,2017,Friday,20.09,Single,1,No,No,No,80,Outer Regional Australia,Darwin,Palmerston (C),Arterial Road,No,No,Weekend,Night
20173181,Qld,9,2017,Saturday,11.00,Single,1,No,No,No,70,,,,,No,No,Weekend,Day
20171279,NSW,9,2017,Saturday,19.15,Single,1,No,No,No,60,Inner Regional Australia,Far West and Orana,Dubbo Regional,National or State Highway,No,No,Weekend,Night
20171276,NSW,9,2017,Sunday,4.40,Single,1,No,No,No,60,Major Cities of Australia,Sydney - Inner South West,Canterbury-Bankstown,Arterial Road,No,No,Weekend,Night
20175008,WA,9,2017,Monday,19.50,Single,1,No,No,No,60,Major Cities of Australia,Perth - North West,Stirling (C),National or State Highway,No,No,Weekday,Night
20171169,NSW,9,2017,Thursday,18.57,Single,1,No,No,No,60,Major Cities of Australia,Sydney - North Sydney and Hornsby,Hornsby,National or State Highway,No,No,Weekday,Night
20173005,Qld,9,2017,Tuesday,20.00,Single,1,No,No,No,60,,,,,No,No,Weekday,Night
20173212,Qld,9,2017,Monday,15.00,Single,1,No,Yes,No,50,,,,,No,No,Weekday,Day
20172125,Vic,9,2017,Thursday,16.40,Single,1,Yes,No,No,60,Major Cities of Australia,Melbourne - Inner South,Kingston (C) (Vic.),Arterial Road,No,No,Weekday,Day
20171272,NSW,9,2017,Thursday,9.54,Single,1,No,No,No,40,Major Cities of Australia,Illawarra,Shellharbour,Collector Road,No,No,Weekday,Day
20173184,Qld,9,2017,Friday,6.00,Multiple,1,No,No,No,110,,,,,No,No,Weekday,Day
20172082,Vic,8,2017,Monday,0.25,Multiple,1,No,No,No,60,Major Cities of Australia,Melbourne - West,Maribyrnong (C),Sub-arterial Road,No,No,Weekend,Night
20173152,Qld,8,2017,Saturday,20.00,Single,1,No,No,No,100,,,,,No,No,Weekend,Night
20174059,SA,8,2017,Sunday,15.10,Single,1,No,No,No,80,Inner Regional Australia,Adelaide - Central and Hills,Mount Barker (DC),Sub-arterial Road,No,No,Weekend,Day
20171250,NSW,8,2017,Friday,22.00,Single,1,No,No,No,70,Major Cities of Australia,Sydney - Blacktown,Blacktown,Arterial Road,No,No,Weekend,Night
20171214,NSW,8,2017,Sunday,16.35,Single,2,No,No,No,110,Inner Regional Australia,Richmond - Tweed,Tweed,Access road,No,No,Weekend,Day
20171322,NSW,8,2017,Sunday,19.45,Single,1,No,No,No,50,Major Cities of Australia,Richmond - Tweed,Tweed,Sub-arterial Road,No,No,Weekend,Night
20172168,Vic,8,2017,Saturday,20.00,Single,1,No,No,No,100,Inner Regional Australia,Latrobe - Gippsland,Wellington (S),Arterial Road,No,No,Weekend,Night
20171068,NSW,8,2017,Saturday,22.45,Single,1,No,No,No,100,Outer Regional Australia,New England and North West,Glen Innes Severn,Sub-arterial Road,No,No,Weekend,Night
20172066,Vic,8,2017,Sunday,0.28,Single,3,No,No,No,100,Outer Regional Australia,North West,Gannawarra (S),Arterial Road,No,No,Weekend,Night
20172111,Vic,8,2017,Sunday,5.10,Single,1,No,No,No,60,Major Cities of Australia,Melbourne - South East,Greater Dandenong (C),Sub-arterial Road,No,No,Weekend,Night
20173055,Qld,8,2017,Saturday,1.00,Multiple,1,No,No,No,100,,,,,No,No,Weekend,Night
20172109,Vic,8,2017,Friday,18.30,Multiple,1,No,No,No,60,Major Cities of Australia,Melbourne - North East,Darebin (C),Sub-arterial Road,No,No,Weekend,Night
20175034,WA,8,2017,Friday,20.40,Single,1,No,No,No,90,Very Remote Australia,Western Australia - Outback (North),Broome (S),National or State Highway,No,No,Weekend,Night
20171082,NSW,8,2017,Saturday,5.12,Single,1,No,No,No,100,Outer Regional Australia,Central West,Bland,Arterial Road,No,No,Weekend,Night
20174087,SA,8,2017,Saturday,4.10,Single,2,No,No,No,100,Inner Regional Australia,South Australia - South East,Alexandrina (DC),Collector Road,No,No,Weekend,Night
20173095,Qld,8,2017,Sunday,18.00,Single,1,No,No,No,100,,,,,No,No,Weekend,Night
20171086,NSW,8,2017,Monday,3.00,Single,1,No,No,No,80,Inner Regional Australia,Sydney - Sutherland,Sutherland,Arterial Road,No,No,Weekend,Night
20173049,Qld,8,2017,Thursday,19.00,Multiple,1,No,No,Yes,70,,,,,No,No,Weekday,Night
20172181,Vic,8,2017,Tuesday,18.25,Multiple,1,No,No,No,60,Major Cities of Australia,Melbourne - North East,Whittlesea (C),Sub-arterial Road,No,No,Weekday,Night
20174048,SA,8,2017,Tuesday,19.10,Multiple,1,No,No,No,90,Major Cities of Australia,Adelaide - West,Port Adelaide Enfield (C),National or State Highway,No,No,Weekday,Night
20174072,SA,8,2017,Tuesday,18.45,Single,1,No,No,No,100,Inner Regional Australia,South Australia - South East,Yankalilla (DC),Arterial Road,No,No,Weekday,Night
20171168,NSW,8,2017,Friday,4.45,Single,1,No,No,No,100,Outer Regional Australia,Central West,Cowra,Arterial Road,No,No,Weekday,Night
20171346,NSW,8,2017,Tuesday,1.00,Multiple,1,No,No,No,60,Major Cities of Australia,Sydney - Inner South West,Georges River,Arterial Road,No,No,Weekday,Night
20174003,SA,8,2017,Monday,19.46,Multiple,1,No,No,No,60,Major Cities of Australia,Adelaide - Central and Hills,Burnside (C),Arterial Road,No,No,Weekday,Night
20172063,Vic,8,2017,Friday,1.00,Single,2,No,No,No,50,Inner Regional Australia,Ballarat,Ballarat (C),Local Road,No,No,Weekday,Night
20172223,Vic,8,2017,Tuesday,18.15,Multiple,1,No,No,No,100,Outer Regional Australia,Warrnambool and South West,Southern Grampians (S),National or State Highway,No,No,Weekday,Night
20172188,Vic,8,2017,Friday,5.30,Multiple,1,No,No,No,60,Major Cities of Australia,Melbourne - Inner South,Kingston (C) (Vic.),Collector Road,No,No,Weekday,Night
20171183,NSW,8,2017,Tuesday,0.30,Single,1,No,No,No,50,Inner Regional Australia,Coffs Harbour - Grafton,Clarence Valley,Local Road,No,No,Weekday,Night
20174013,SA,8,2017,Thursday,18.55,Multiple,1,No,No,No,40,Major Cities of Australia,Adelaide - West,Charles Sturt (C),Collector Road,No,No,Weekday,Night
20171298,NSW,8,2017,Wednesday,23.54,Single,1,No,No,No,60,Major Cities of Australia,Central Coast,Central Coast,Arterial Road,No,No,Weekday,Night
20172040,Vic,8,2017,Wednesday,19.18,Multiple,2,No,No,No,100,Major Cities of Australia,Melbourne - South East,Casey (C),National or State Highway,No,No,Weekday,Night
20171147,NSW,8,2017,Saturday,7.56,Multiple,1,No,No,No,100,Outer Regional Australia,Coffs Harbour - Grafton,Clarence Valley,National or State Highway,No,No,Weekend,Day
20171228,NSW,8,2017,Sunday,12.00,Single,1,No,No,No,50,Inner Regional Australia,Murray,Greater Hume,Arterial Road,No,No,Weekend,Day
20171170,NSW,8,2017,Saturday,10.50,Multiple,1,No,No,No,80,Outer Regional Australia,Coffs Harbour - Grafton,Bellingen,Arterial Road,No,No,Weekend,Day
20172018,Vic,8,2017,Sunday,17.40,Multiple,1,No,No,No,80,Major Cities of Australia,Melbourne - South East,Greater Dandenong (C),National or State Highway,No,No,Weekend,Day
20174030,SA,8,2017,Sunday,6.30,Multiple,1,No,No,No,80,Major Cities of Australia,Adelaide - North,Salisbury (C),Arterial Road,No,No,Weekend,Day
20172217,Vic,8,2017,Sunday,9.45,Single,1,Yes,No,No,60,Major Cities of Australia,Melbourne - South East,Greater Dandenong (C),Arterial Road,No,No,Weekend,Day
20174093,SA,8,2017,Sunday,13.05,Single,1,No,No,No,80,Inner Regional Australia,Adelaide - South,Onkaparinga (C),Sub-arterial Road,No,No,Weekend,Day
20173096,Qld,8,2017,Saturday,11.00,Single,1,No,No,No,60,,,,,No,No,Weekend,Day
20173194,Qld,8,2017,Sunday,10.00,Multiple,2,No,No,No,100,,,,,No,No,Weekend,Day
20171341,NSW,8,2017,Sunday,13.30,Multiple,1,No,No,No,80,Outer Regional Australia,Hunter Valley exc Newcastle,Singleton,Arterial Road,No,No,Weekend,Day
20172061,Vic,8,2017,Sunday,13.20,Multiple,1,No,No,No,100,Inner Regional Australia,Melbourne - South East,Cardinia (S),Local Road,No,No,Weekend,Day
20172191,Vic,8,2017,Saturday,15.40,Single,1,No,No,No,60,Inner Regional Australia,Latrobe - Gippsland,Latrobe (C) (Vic.),Arterial Road,No,No,Weekend,Day
20171319,NSW,8,2017,Saturday,11.01,Single,1,No,No,No,90,Major Cities of Australia,Central Coast,Central Coast,Arterial Road,No,No,Weekend,Day
20171150,NSW,8,2017,Saturday,15.50,Single,1,No,No,No,100,Remote Australia,Murray,Wentworth,Local Road,No,No,Weekend,Day
20171124,NSW,8,2017,Sunday,14.27,Multiple,1,No,No,No,100,Inner Regional Australia,Hunter Valley exc Newcastle,Singleton,Local Road,No,No,Weekend,Day
20174055,SA,8,2017,Sunday,15.30,Multiple,1,No,No,No,50,Major Cities of Australia,Adelaide - North,Playford (C),Local Road,No,No,Weekend,Day
20175138,WA,8,2017,Tuesday,7.10,Multiple,1,No,Yes,No,70,Major Cities of Australia,Perth - South East,Canning (C),Local Road,No,No,Weekday,Day
20171134,NSW,8,2017,Wednesday,13.50,Single,1,No,No,Yes,100,Outer Regional Australia,Riverina,Narrandera,National or State Highway,No,No,Weekday,Day
20173073,Qld,8,2017,Friday,17.00,Single,1,No,No,No,100,,,,,No,No,Weekday,Day
20172193,Vic,8,2017,Friday,6.25,Single,1,No,No,No,100,Outer Regional Australia,Shepparton,Moira (S),Sub-arterial Road,No,No,Weekday,Day
20171247,NSW,8,2017,Tuesday,11.50,Single,1,No,No,No,50,Inner Regional Australia,Mid North Coast,Port Macquarie-Hastings,Local Road,No,No,Weekday,Day
20176009,Tas,8,2017,Tuesday,15.17,Multiple,1,No,No,No,110,Outer Regional Australia,West and North West,Central Coast (M) (Tas.),Collector Road,No,No,Weekday,Day
20174050,SA,8,2017,Wednesday,13.20,Single,1,No,No,No,60,Major Cities of Australia,Adelaide - North,Tea Tree Gully (C),Sub-arterial Road,No,No,Weekday,Day
20171034,NSW,8,2017,Tuesday,8.50,Multiple,1,No,No,No,70,Major Cities of Australia,Newcastle and Lake Macquarie,Newcastle,Arterial Road,No,No,Weekday,Day
20171078,NSW,8,2017,Thursday,14.50,Single,1,No,No,No,60,Major Cities of Australia,Sydney - Ryde,Ryde,Arterial Road,No,No,Weekday,Day
20171321,NSW,8,2017,Thursday,13.30,Multiple,1,No,No,No,60,Inner Regional Australia,New England and North West,Tamworth Regional,Arterial Road,No,No,Weekday,Day
20171047,NSW,8,2017,Monday,9.15,Multiple,1,No,No,No,100,Inner Regional Australia,Coffs Harbour - Grafton,Clarence Valley,National or State Highway,No,No,Weekday,Day
20175141,WA,8,2017,Thursday,16.08,Single,1,No,No,No,110,Outer Regional Australia,Western Australia - Wheat Belt,Albany (C),Local Road,No,No,Weekday,Day
20171252,NSW,8,2017,Friday,14.43,Multiple,2,No,Yes,No,100,Outer Regional Australia,Far West and Orana,Dubbo Regional,National or State Highway,No,No,Weekday,Day
20171216,NSW,8,2017,Wednesday,17.45,Multiple,1,No,No,No,80,Major Cities of Australia,Sydney - South West,Liverpool,Arterial Road,No,No,Weekday,Day
20173142,Qld,8,2017,Wednesday,8.00,Single,2,No,No,No,100,,,,,No,No,Weekday,Day
20175094,WA,8,2017,Thursday,16.40,Multiple,1,Yes,No,No,60,Major Cities of Australia,Perth - South West,Melville (C),Arterial Road,No,No,Weekday,Day
20174057,SA,8,2017,Wednesday,14.50,Multiple,1,No,No,No,60,Major Cities of Australia,Adelaide - North,Salisbury (C),Collector Road,No,No,Weekday,Day
20172201,Vic,8,2017,Thursday,15.05,Single,1,No,No,No,100,Inner Regional Australia,Hume,Indigo (S),Sub-arterial Road,No,No,Weekday,Day
20171040,NSW,8,2017,Wednesday,16.15,Single,1,No,No,No,100,Outer Regional Australia,Capital Region,Bega Valley,Sub-arterial Road,No,No,Weekday,Day
20171316,NSW,8,2017,Tuesday,16.00,Multiple,1,No,No,No,110,Inner Regional Australia,Mid North Coast,Mid-Coast,National or State Highway,No,No,Weekday,Day
20173104,Qld,8,2017,Tuesday,17.00,Multiple,1,No,No,No,70,,,,,No,No,Weekday,Day
20171213,NSW,8,2017,Wednesday,16.30,Multiple,1,No,No,No,60,Major Cities of Australia,Sydney - Outer South West,Campbelltown,Collector Road,No,No,Weekday,Day
20172171,Vic,8,2017,Friday,15.50,Multiple,1,No,No,No,60,Major Cities of Australia,Melbourne - West,Maribyrnong (C),Arterial Road,No,No,Weekday,Day
20172123,Vic,8,2017,Wednesday,12.15,Multiple,1,No,No,Yes,100,Inner Regional Australia,Shepparton,Moira (S),Sub-arterial Road,No,No,Weekday,Day
20172025,Vic,8,2017,Wednesday,10.20,Multiple,1,No,No,Yes,110,Inner Regional Australia,Hume,Benalla (RC),National or State Highway,No,No,Weekday,Day
20174040,SA,8,2017,Friday,15.30,Multiple,1,No,No,No,60,Major Cities of Australia,Adelaide - North,Playford (C),Sub-arterial Road,No,No,Weekday,Day
20171281,NSW,8,2017,Monday,15.20,Multiple,1,No,Yes,No,100,Major Cities of Australia,Sydney - South West,Liverpool,National or State Highway,No,No,Weekday,Day
20174085,SA,8,2017,Tuesday,10.50,Single,1,No,No,No,110,Outer Regional Australia,South Australia - South East,Wattle Range (DC),Collector Road,No,No,Weekday,Day
20171181,NSW,8,2017,Thursday,11.30,Multiple,1,No,No,No,60,Major Cities of Australia,Central Coast,Central Coast,Arterial Road,No,No,Weekday,Day
20173052,Qld,8,2017,Friday,13.00,Multiple,1,No,No,No,70,,,,,No,No,Weekday,Day
20175041,WA,8,2017,Wednesday,13.25,Multiple,1,No,No,No,110,Remote Australia,Western Australia - Outback (South),Carnamah (S),Arterial Road,No,No,Weekday,Day
20172139,Vic,8,2017,Tuesday,6.01,Multiple,1,No,No,Yes,60,Major Cities of Australia,Melbourne - West,Maribyrnong (C),Arterial Road,No,No,Weekday,Day
20175057,WA,8,2017,Wednesday,10.25,Single,1,No,No,No,110,Outer Regional Australia,Western Australia - Wheat Belt,Narrogin (S),Local Road,No,No,Weekday,Day
20171111,NSW,8,2017,Thursday,8.00,Multiple,1,No,No,Yes,100,Outer Regional Australia,New England and North West,Tamworth Regional,National or State Highway,No,No,Weekday,Day
20174028,SA,8,2017,Monday,17.00,Multiple,1,No,No,No,80,Major Cities of Australia,Adelaide - North,Salisbury (C),National or State Highway,No,No,Weekday,Day
20172083,Vic,8,2017,Wednesday,11.20,Single,1,No,No,No,100,Inner Regional Australia,Bendigo,Mount Alexander (S),Sub-arterial Road,No,No,Weekday,Day
20171012,NSW,8,2017,Tuesday,9.00,Multiple,1,No,No,Yes,100,Inner Regional Australia,Central West,Bathurst Regional,National or State Highway,No,No,Weekday,Day
20171067,NSW,8,2017,Tuesday,11.00,Single,1,No,No,No,110,Inner Regional Australia,Hunter Valley exc Newcastle,Port Stephens,Local Road,No,No,Weekday,Day
20171065,NSW,8,2017,Monday,9.30,Single,1,No,No,No,100,Very Remote Australia,Far West and Orana,Unincorporated,Sub-arterial Road,No,No,Weekday,Day
20175066,WA,8,2017,Friday,11.34,Multiple,1,No,No,No,100,Major Cities of Australia,Perth - South West,Rockingham (C),National or State Highway,No,No,Weekday,Day
20173160,Qld,8,2017,Thursday,17.00,Multiple,1,No,No,Yes,100,,,,,No,No,Weekday,Day
20175100,WA,8,2017,Thursday,7.15,Multiple,3,No,No,No,110,Outer Regional Australia,Western Australia - Wheat Belt,Gingin (S),Arterial Road,No,No,Weekday,Day
20171161,NSW,8,2017,Monday,8.55,Single,1,No,No,No,100,Outer Regional Australia,Mid North Coast,Kempsey,Arterial Road,No,No,Weekday,Day
20173203,Qld,8,2017,Friday,11.00,Multiple,1,No,No,No,70,,,,,No,No,Weekday,Day
20171142,NSW,8,2017,Wednesday,13.35,Multiple,1,No,No,Yes,110,Remote Australia,Riverina,Carrathool,National or State Highway,No,No,Weekday,Day
20173099,Qld,8,2017,Sunday,3.00,Single,1,Yes,No,No,40,,,,,No,No,Weekend,Night
20173014,Qld,8,2017,Monday,18.00,Single,1,No,No,No,60,,,,,No,No,Weekday,Night
20173008,Qld,8,2017,Thursday,9.00,Single,1,No,No,No,60,,,,,No,No,Weekday,Day
20171337,NSW,8,2017,Wednesday,7.30,Single,1,No,No,No,50,Major Cities of Australia,Sydney - Ryde,Ryde,Local Road,No,No,Weekday,Day
20175047,WA,8,2017,Tuesday,12.55,Single,1,No,No,No,70,Major Cities of Australia,Perth - South West,Melville (C),National or State Highway,No,No,Weekday,Day
20171218,NSW,8,2017,Thursday,10.00,Single,1,No,No,No,60,Major Cities of Australia,Sydney - Inner West,Burwood,Local Road,No,No,Weekday,Day
20172211,Vic,8,2017,Thursday,21.40,Multiple,1,No,No,No,100,Inner Regional Australia,Shepparton,Moira (S),National or State Highway,No,No,Weekday,Night
20176017,Tas,8,2017,Monday,21.29,Multiple,1,No,No,No,100,Outer Regional Australia,Launceston and North East,Northern Midlands (M),Sub-arterial Road,No,No,Weekday,Night
20171093,NSW,8,2017,Wednesday,7.35,Multiple,1,No,No,No,60,Major Cities of Australia,Sydney - Parramatta,Parramatta,Local Road,No,No,Weekday,Day
20172182,Vic,7,2017,Friday,20.05,Multiple,1,No,No,No,80,Major Cities of Australia,Melbourne - Inner South,Bayside (C),National or State Highway,No,No,Weekend,Night
20177023,NT,7,2017,Sunday,3.00,Single,1,No,No,No,110,Very Remote Australia,Northern Territory - Outback,East Arnhem (R),Arterial Road,No,No,Weekend,Night
20175009,WA,7,2017,Sunday,8.55,Multiple,1,No,No,No,60,Major Cities of Australia,Perth - North East,Bayswater (C),Arterial Road,No,No,Weekend,Day
20171090,NSW,7,2017,Saturday,19.30,Multiple,1,No,No,No,100,Outer Regional Australia,Murray,Wentworth,Local Road,No,No,Weekend,Night
20175015,WA,7,2017,Monday,21.14,Single,1,No,No,No,110,Outer Regional Australia,Western Australia - Outback (South),Greater Geraldton (C),National or State Highway,No,No,Weekday,Night
20171041,NSW,7,2017,Sunday,2.15,Single,1,No,No,No,100,Inner Regional Australia,Riverina,Cootamundra-Gundagai,Arterial Road,No,No,Weekend,Night
20176024,Tas,7,2017,Friday,23.34,Single,1,No,No,No,100,Outer Regional Australia,Launceston and North East,Northern Midlands (M),Arterial Road,No,No,Weekend,Night
20172233,Vic,7,2017,Saturday,1.20,Single,1,No,No,No,100,Inner Regional Australia,Shepparton,Campaspe (S),Sub-arterial Road,No,No,Weekend,Night
20173180,Qld,7,2017,Sunday,0.00,Single,1,No,No,No,100,,,,,No,No,Weekend,Night
20173089,Qld,7,2017,Sunday,4.00,Single,1,No,No,No,110,,,,,No,No,Weekend,Night
20177006,NT,7,2017,Saturday,23.00,Single,1,No,No,No,110,Outer Regional Australia,Darwin,Litchfield (M),Local Road,No,No,Weekend,Night
20173084,Qld,7,2017,Saturday,4.00,Single,1,No,No,No,80,,,,,No,No,Weekend,Night
20173165,Qld,7,2017,Sunday,19.00,Single,1,No,No,No,60,,,,,No,No,Weekend,Night
20174066,SA,7,2017,Friday,23.20,Single,1,No,No,No,50,Inner Regional Australia,Barossa - Yorke - Mid North,Light (RegC),Local Road,No,No,Weekend,Night
20172121,Vic,7,2017,Friday,22.30,Multiple,1,No,No,No,100,Outer Regional Australia,Hume,Mansfield (S),National or State Highway,No,No,Weekend,Night
20171001,NSW,7,2017,Sunday,5.30,Single,1,No,No,No,110,Outer Regional Australia,Far West and Orana,Narromine,National or State Highway,No,No,Weekend,Night
20174037,SA,7,2017,Sunday,1.45,Single,1,No,No,No,100,Inner Regional Australia,Adelaide - Central and Hills,Adelaide Hills (DC),Collector Road,No,No,Weekend,Night
20175074,WA,7,2017,Sunday,20.50,Single,1,No,No,No,80,Inner Regional Australia,Perth - North West,Wanneroo (C),Arterial Road,No,No,Weekend,Night
20173174,Qld,7,2017,Saturday,22.00,Multiple,1,No,No,No,60,,,,,No,No,Weekend,Night
20172185,Vic,7,2017,Friday,20.53,Multiple,1,Yes,No,No,60,Major Cities of Australia,Melbourne - North East,Whittlesea (C),Arterial Road,No,No,Weekend,Night
20175127,WA,7,2017,Saturday,19.25,Multiple,1,No,No,No,110,Inner Regional Australia,Bunbury,Harvey (S),National or State Highway,No,No,Weekend,Night
20171125,NSW,7,2017,Thursday,4.00,Single,2,No,Yes,No,80,Outer Regional Australia,Mid North Coast,Mid-Coast,Sub-arterial Road,No,No,Weekday,Night
20173045,Qld,7,2017,Tuesday,5.00,Single,1,No,No,No,60,,,,,No,No,Weekday,Night
20172207,Vic,7,2017,Thursday,21.42,Single,1,No,No,No,60,Major Cities of Australia,Mornington Peninsula,Frankston (C),National or State Highway,No,No,Weekday,Night
20171294,NSW,7,2017,Wednesday,18.35,Multiple,2,No,No,Yes,110,Inner Regional Australia,Southern Highlands and Shoalhaven,Wingecarribee,Local Road,No,No,Weekday,Night
20172010,Vic,7,2017,Tuesday,19.25,Multiple,1,No,No,No,100,Inner Regional Australia,Melbourne - North West,Macedon Ranges (S),Arterial Road,No,No,Weekday,Night
20174014,SA,7,2017,Friday,3.45,Single,1,No,No,No,50,Inner Regional Australia,Barossa - Yorke - Mid North,Barossa (DC),Arterial Road,No,No,Weekday,Night
20171173,NSW,7,2017,Tuesday,1.09,Single,1,No,No,No,80,Major Cities of Australia,Sydney - Northern Beaches,Northern Beaches,Arterial Road,No,No,Weekday,Night
20173017,Qld,7,2017,Wednesday,4.00,Single,3,No,No,No,100,,,,,No,No,Weekday,Night
20175113,WA,7,2017,Wednesday,23.15,Single,1,No,No,No,110,Remote Australia,Western Australia - Wheat Belt,Merredin (S),Local Road,No,No,Weekday,Night
20173070,Qld,7,2017,Sunday,7.00,Multiple,1,No,No,No,50,,,,,No,No,Weekend,Day
20171085,NSW,7,2017,Sunday,6.30,Single,1,No,No,No,100,Inner Regional Australia,New England and North West,Tamworth Regional,Arterial Road,No,No,Weekend,Day
20172113,Vic,7,2017,Sunday,13.05,Multiple,1,No,No,No,70,Major Cities of Australia,Melbourne - South East,Cardinia (S),Local Road,No,No,Weekend,Day
20172222,Vic,7,2017,Sunday,7.18,Single,1,No,No,No,60,Major Cities of Australia,Melbourne - South East,Greater Dandenong (C),Arterial Road,No,No,Weekend,Day
20173043,Qld,7,2017,Sunday,9.00,Multiple,1,No,No,No,60,,,,,No,No,Weekend,Day
20173220,Qld,7,2017,Saturday,10.00,Single,2,No,No,No,60,,,,,No,No,Weekend,Day
20171113,NSW,7,2017,Sunday,6.30,Multiple,2,No,No,No,110,Remote Australia,Murray,Wentworth,National or State Highway,No,No,Weekend,Day
20171144,NSW,7,2017,Saturday,7.35,Multiple,2,No,No,Yes,110,Outer Regional Australia,New England and North West,Moree Plains,National or State Highway,No,No,Weekend,Day
20171350,NSW,7,2017,Sunday,12.30,Multiple,1,No,No,No,80,Inner Regional Australia,Hunter Valley exc Newcastle,Dungog,Sub-arterial Road,No,No,Weekend,Day
20174015,SA,7,2017,Sunday,13.48,Single,1,No,No,No,100,Inner Regional Australia,Barossa - Yorke - Mid North,Barossa (DC),Arterial Road,No,No,Weekend,Day
20176007,Tas,7,2017,Saturday,6.13,Single,1,No,No,No,70,Inner Regional Australia,Hobart,Brighton (M),Collector Road,No,No,Weekend,Day
20175001,WA,7,2017,Sunday,17.15,Multiple,1,No,No,No,60,Major Cities of Australia,Perth - North West,Stirling (C),Local Road,No,No,Weekend,Day
