crashid,state,month,year,dayweek,time,crashtype,numberfatalities,businvolvement,heavyrigidtruckinvolvement,articulatedtruckinvolvement,speedlimit,nationalremotenessareas,sa4name2016,nationallganame2017,nationalroadtype,christmasperiod,easterperiod,dayofweek,timeofday
19935118,WA,5,1993,Wednesday,16.15,Multiple,1,No,-9,No,-9,,,,,No,No,Weekday,Day
19937014,NT,5,1993,Tuesday,9.15,Single,1,No,-9,No,-9,,,,,No,No,Weekday,Day
19932358,Vic,5,1993,Tuesday,17.40,Multiple,2,No,No,No,100,,,,,No,No,Weekday,Day
19933002,Qld,5,1993,Thursday,12.00,Multiple,1,No,-9,No,60,,,,,No,No,Weekday,Day
19931070,NSW,5,1993,Monday,4.30,Single,1,No,-9,No,100,,,,,No,No,Weekend,Night
19933059,Qld,5,1993,Friday,22.00,Single,1,No,-9,No,60,,,,,No,No,Weekend,Night
19933302,Qld,5,1993,Saturday,18.00,Single,1,No,-9,No,100,,,,,No,No,Weekend,Night
19934139,SA,5,1993,Saturday,20.20,Single,1,No,-9,No,60,,,,,No,No,Weekend,Night
19931104,NSW,5,1993,Sunday,18.20,Single,1,No,-9,No,110,,,,,No,No,Weekend,Night
19932211,Vic,5,1993,Saturday,22.31,Single,1,No,No,No,60,,,,,No,No,Weekend,Night
19933068,Qld,5,1993,Saturday,23.00,Single,1,No,-9,No,80,,,,,No,No,Weekend,Night
19934182,SA,5,1993,Wednesday,19.30,Single,1,No,-9,No,60,,,,,No,No,Weekday,Night
19932077,Vic,5,1993,Wednesday,1.15,Single,1,No,No,No,75,,,,,No,No,Weekday,Night
19935020,WA,5,1993,Thursday,18.35,Single,1,No,-9,No,60,,,,,No,No,Weekday,Night
19936027,Tas,5,1993,Saturday,12.00,Single,1,No,-9,No,60,,,,,No,No,Weekend,Day
19933060,Qld,5,1993,Thursday,16.00,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19932226,Vic,5,1993,Monday,16.15,Single,1,No,No,No,75,,,,,No,No,Weekday,Day
19934168,SA,5,1993,Tuesday,8.35,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19931109,NSW,5,1993,Thursday,10.05,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19933022,Qld,5,1993,Monday,17.00,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19931064,NSW,5,1993,Thursday,9.15,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19933274,Qld,5,1993,Monday,16.00,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19931224,NSW,5,1993,Tuesday,17.05,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19931156,NSW,5,1993,Wednesday,17.15,Single,1,Yes,-9,No,60,,,,,No,No,Weekday,Day
19932236,Vic,5,1993,Thursday,16.30,Single,1,No,No,No,60,,,,,No,No,Weekday,Day
19931408,NSW,5,1993,Friday,17.40,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19932356,Vic,5,1993,Monday,11.55,Single,1,No,No,No,-9,,,,,No,No,Weekday,Day
19934130,SA,5,1993,Monday,17.50,Single,1,No,-9,No,80,,,,,No,No,Weekday,Day
19931047,NSW,5,1993,Friday,15.20,Single,1,No,-9,No,80,,,,,No,No,Weekday,Day
19932007,Vic,5,1993,Friday,9.00,Single,1,No,No,No,60,,,,,No,No,Weekday,Day
19933033,Qld,5,1993,Monday,12.00,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19931445,NSW,5,1993,Wednesday,10.10,Single,1,No,-9,No,40,,,,,No,No,Weekday,Day
19931501,NSW,5,1993,Saturday,18.00,Multiple,1,No,-9,No,70,,,,,No,No,Weekend,Night
19932265,Vic,4,1993,Saturday,13.03,Multiple,2,No,No,No,100,,,,,No,No,Weekend,Day
19934017,SA,4,1993,Saturday,22.15,Single,1,No,-9,No,100,,,,,No,No,Weekend,Night
19933046,Qld,4,1993,Saturday,19.00,Single,1,No,-9,No,60,,,,,No,No,Weekend,Night
19931155,NSW,4,1993,Saturday,4.45,Single,1,No,-9,No,70,,,,,No,No,Weekend,Night
19931077,NSW,4,1993,Friday,18.10,Single,1,No,-9,No,60,,,,,No,No,Weekend,Night
19932093,Vic,4,1993,Sunday,22.50,Single,1,No,No,No,60,,,,,No,No,Weekend,Night
19933283,Qld,4,1993,Saturday,2.00,Single,1,No,-9,No,100,,,,,No,No,Weekend,Night
19931177,NSW,4,1993,Friday,18.20,Multiple,1,No,-9,No,100,,,,,No,No,Weekend,Night
19935134,WA,4,1993,Saturday,1.30,Single,2,No,-9,No,110,,,,,No,No,Weekend,Night
19937001,NT,4,1993,Saturday,19.30,Single,1,No,-9,No,-9,,,,,No,No,Weekend,Night
19932061,Vic,4,1993,Friday,21.20,Multiple,1,No,No,No,60,,,,,No,No,Weekend,Night
19936029,Tas,4,1993,Friday,19.40,Single,1,No,-9,No,100,,,,,No,No,Weekend,Night
19935177,WA,4,1993,Sunday,21.00,Single,1,No,-9,No,110,,,,,No,No,Weekend,Night
19932080,Vic,4,1993,Sunday,22.40,Single,1,No,No,No,60,,,,,No,No,Weekend,Night
19933186,Qld,4,1993,Monday,0.00,Single,2,No,-9,No,100,,,,,No,No,Weekend,Night
19934105,SA,4,1993,Friday,23.05,Single,1,No,-9,No,100,,,,,No,No,Weekend,Night
19931352,NSW,4,1993,Saturday,4.00,Single,1,No,-9,No,100,,,,,No,No,Weekend,Night
19931451,NSW,4,1993,Sunday,4.27,Multiple,1,No,-9,No,80,,,,,No,No,Weekend,Night
19931468,NSW,4,1993,Saturday,21.00,Multiple,1,No,-9,No,60,,,,,No,No,Weekend,Night
19932320,Vic,4,1993,Friday,23.37,Multiple,1,No,No,No,60,,,,,No,No,Weekend,Night
19932134,Vic,4,1993,Sunday,18.15,Multiple,1,Yes,No,No,100,,,,,No,No,Weekend,Night
19932336,Vic,4,1993,Saturday,1.05,Single,1,No,No,No,60,,,,,No,No,Weekend,Night
19934115,SA,4,1993,Friday,18.30,Single,1,No,-9,No,60,,,,,No,No,Weekend,Night
19932295,Vic,4,1993,Sunday,4.02,Single,1,No,No,No,100,,,,,No,No,Weekend,Night
19931076,NSW,4,1993,Saturday,1.30,Single,1,No,-9,No,100,,,,,No,No,Weekend,Night
19937039,NT,4,1993,Saturday,4.10,Single,2,No,-9,No,70,,,,,No,No,Weekend,Night
19931400,NSW,4,1993,Sunday,0.01,Single,1,No,-9,No,-9,,,,,No,No,Weekend,Night
19931482,NSW,4,1993,Saturday,19.00,Single,1,No,-9,No,100,,,,,No,No,Weekend,Night
19934057,SA,4,1993,Saturday,18.25,Single,1,No,-9,No,110,,,,,No,No,Weekend,Night
19931398,NSW,4,1993,Sunday,3.05,Single,1,No,-9,No,60,,,,,No,No,Weekend,Night
19932133,Vic,4,1993,Friday,22.15,Single,1,No,No,No,60,,,,,No,No,Weekend,Night
19933084,Qld,4,1993,Friday,1.00,Single,1,No,-9,No,60,,,,,No,No,Weekday,Night
19932220,Vic,4,1993,Thursday,0.40,Single,1,No,No,No,110,,,,,No,No,Weekday,Night
19935067,WA,4,1993,Monday,21.00,Single,1,No,-9,No,60,,,,,No,No,Weekday,Night
19934036,SA,4,1993,Wednesday,20.30,Multiple,3,No,-9,No,110,,,,,No,No,Weekday,Night
19931229,NSW,4,1993,Wednesday,23.25,Multiple,3,No,-9,Yes,60,,,,,No,No,Weekday,Night
19931459,NSW,4,1993,Thursday,22.50,Single,1,No,-9,No,100,,,,,No,No,Weekday,Night
19931461,NSW,4,1993,Wednesday,2.10,Single,1,No,-9,Yes,100,,,,,No,No,Weekday,Night
19932342,Vic,4,1993,Wednesday,23.45,Single,1,No,No,No,100,,,,,No,No,Weekday,Night
19933012,Qld,4,1993,Wednesday,20.00,Single,1,No,-9,No,60,,,,,No,No,Weekday,Night
19931467,NSW,4,1993,Friday,4.45,Multiple,2,No,-9,Yes,100,,,,,No,No,Weekday,Night
19931295,NSW,4,1993,Friday,4.50,Multiple,1,No,-9,Yes,100,,,,,No,No,Weekday,Night
19931108,NSW,4,1993,Monday,23.17,Single,1,No,-9,No,60,,,,,No,No,Weekday,Night
19932021,Vic,4,1993,Thursday,19.00,Single,1,No,No,No,75,,,,,No,No,Weekday,Night
19932203,Vic,4,1993,Thursday,19.00,Multiple,1,No,No,No,100,,,,,No,No,Weekday,Night
19931200,NSW,4,1993,Wednesday,21.45,Multiple,2,No,-9,No,110,,,,,No,No,Weekday,Night
19931499,NSW,4,1993,Monday,18.40,Multiple,1,No,-9,Yes,100,,,,,No,No,Weekday,Night
19932157,Vic,4,1993,Tuesday,18.15,Multiple,1,No,No,No,60,,,,,No,No,Weekday,Night
19931044,NSW,4,1993,Thursday,18.40,Multiple,2,No,-9,No,100,,,,,No,No,Weekday,Night
19932110,Vic,4,1993,Wednesday,1.15,Single,1,No,No,No,100,,,,,No,No,Weekday,Night
19933263,Qld,4,1993,Monday,21.00,Single,2,No,-9,No,100,,,,,No,No,Weekday,Night
19931362,NSW,4,1993,Saturday,15.30,Single,1,No,-9,No,110,,,,,No,No,Weekend,Day
19932297,Vic,4,1993,Saturday,8.55,Single,1,No,No,No,100,,,,,No,No,Weekend,Day
19934180,SA,4,1993,Sunday,11.45,Multiple,1,No,-9,No,80,,,,,No,No,Weekend,Day
19931106,NSW,4,1993,Saturday,16.10,Single,1,No,-9,No,100,,,,,No,No,Weekend,Day
19932237,Vic,4,1993,Saturday,8.20,Multiple,2,No,No,No,60,,,,,No,No,Weekend,Day
19932222,Vic,4,1993,Sunday,10.50,Single,1,No,No,No,100,,,,,No,No,Weekend,Day
19933199,Qld,4,1993,Saturday,8.00,Multiple,1,No,-9,No,100,,,,,No,No,Weekend,Day
19934028,SA,4,1993,Sunday,13.00,Single,1,No,-9,No,100,,,,,No,No,Weekend,Day
19932032,Vic,4,1993,Sunday,11.45,Multiple,1,No,No,No,100,,,,,No,No,Weekend,Day
19933168,Qld,4,1993,Saturday,7.00,Single,1,No,-9,No,100,,,,,No,No,Weekend,Day
19933079,Qld,4,1993,Sunday,17.00,Multiple,1,No,-9,No,100,,,,,No,No,Weekend,Day
19934169,SA,4,1993,Sunday,16.00,Multiple,1,No,-9,No,100,,,,,No,No,Weekend,Day
19935080,WA,4,1993,Sunday,11.30,Single,1,No,-9,No,110,,,,,No,No,Weekend,Day
19931245,NSW,4,1993,Sunday,16.00,Multiple,3,No,-9,No,100,,,,,No,No,Weekend,Day
19931265,NSW,4,1993,Sunday,7.10,Multiple,1,No,-9,Yes,110,,,,,No,No,Weekend,Day
19932076,Vic,4,1993,Sunday,16.15,Single,1,No,No,No,100,,,,,No,No,Weekend,Day
19935045,WA,4,1993,Saturday,17.30,Single,1,No,-9,No,60,,,,,No,No,Weekend,Day
19931161,NSW,4,1993,Sunday,9.20,Single,1,No,-9,No,100,,,,,No,No,Weekend,Day
19932083,Vic,4,1993,Thursday,9.20,Multiple,1,No,No,No,60,,,,,No,No,Weekday,Day
19931022,NSW,4,1993,Tuesday,16.10,Single,1,No,-9,No,100,,,,,No,No,Weekday,Day
19935141,WA,4,1993,Wednesday,8.00,Multiple,1,No,-9,No,70,,,,,No,No,Weekday,Day
19932364,Vic,4,1993,Tuesday,10.05,Multiple,1,No,No,Yes,60,,,,,No,No,Weekday,Day
19933192,Qld,4,1993,Monday,13.00,Multiple,1,No,-9,No,60,,,,,No,No,Weekday,Day
19931517,NSW,4,1993,Friday,9.50,Single,1,No,-9,No,80,,,,,No,No,Weekday,Day
19933162,Qld,4,1993,Friday,13.00,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19931286,NSW,4,1993,Thursday,14.30,Multiple,1,No,-9,No,100,,,,,No,No,Weekday,Day
19931490,NSW,4,1993,Tuesday,17.00,Single,1,No,-9,No,110,,,,,No,No,Weekday,Day
19935013,WA,4,1993,Friday,14.00,Multiple,1,No,-9,No,60,,,,,No,No,Weekday,Day
19932348,Vic,4,1993,Thursday,16.35,Multiple,2,No,No,No,100,,,,,No,No,Weekday,Day
19936023,Tas,4,1993,Wednesday,15.00,Multiple,1,Yes,-9,No,100,,,,,No,No,Weekday,Day
19931333,NSW,4,1993,Tuesday,12.30,Multiple,1,No,-9,No,60,,,,,No,No,Weekday,Day
19931227,NSW,4,1993,Wednesday,14.40,Multiple,1,Yes,-9,No,60,,,,,No,No,Weekday,Day
19935007,WA,4,1993,Thursday,15.55,Multiple,1,No,-9,No,-9,,,,,No,No,Weekday,Day
19932301,Vic,4,1993,Thursday,7.10,Multiple,1,No,No,No,75,,,,,No,No,Weekday,Day
19931252,NSW,4,1993,Monday,15.35,Multiple,1,No,-9,Yes,90,,,,,No,No,Weekday,Day
19935064,WA,4,1993,Wednesday,15.50,Multiple,1,No,-9,No,110,,,,,No,No,Weekday,Day
19933119,Qld,4,1993,Thursday,15.00,Single,1,No,-9,No,100,,,,,No,No,Weekday,Day
19937034,NT,4,1993,Friday,15.10,Multiple,1,No,-9,No,60,,,,,No,No,Weekday,Day
19931487,NSW,4,1993,Wednesday,13.45,Single,2,No,-9,No,110,,,,,No,No,Weekday,Day
19934043,SA,4,1993,Thursday,7.05,Multiple,1,No,-9,No,80,,,,,No,No,Weekday,Day
19931083,NSW,4,1993,Tuesday,7.35,Single,1,No,-9,No,110,,,,,No,No,Weekday,Day
19931138,NSW,4,1993,Thursday,13.15,Multiple,1,No,-9,No,60,,,,,No,No,Weekday,Day
19935091,WA,4,1993,Tuesday,11.50,Single,1,No,-9,No,110,,,,,No,No,Weekday,Day
19934082,SA,4,1993,Friday,14.45,Multiple,1,No,-9,No,110,,,,,No,No,Weekday,Day
19932004,Vic,4,1993,Thursday,7.45,Multiple,2,No,No,No,100,,,,,No,No,Weekday,Day
19933008,Qld,4,1993,Monday,7.00,Multiple,2,No,-9,Yes,100,,,,,No,No,Weekday,Day
19932315,Vic,4,1993,Monday,8.00,Multiple,1,No,No,No,100,,,,,No,No,Weekday,Day
19934104,SA,4,1993,Friday,13.35,Multiple,1,No,-9,Yes,60,,,,,No,No,Weekday,Day
19935140,WA,4,1993,Wednesday,12.50,Multiple,1,No,-9,Yes,110,,,,,No,No,Weekday,Day
19933120,Qld,4,1993,Thursday,16.00,Multiple,1,No,-9,No,100,,,,,No,No,Weekday,Day
19931122,NSW,4,1993,Friday,9.55,Multiple,1,No,-9,Yes,80,,,,,No,No,Weekday,Day
19931205,NSW,4,1993,Monday,16.55,Multiple,1,No,-9,Yes,100,,,,,No,No,Weekday,Day
19934107,SA,4,1993,Wednesday,6.00,Multiple,1,No,-9,Yes,60,,,,,No,No,Weekday,Day
19931258,NSW,4,1993,Wednesday,13.30,Multiple,2,No,-9,No,90,,,,,No,No,Weekday,Day
19933055,Qld,4,1993,Thursday,11.00,Single,1,No,-9,No,100,,,,,No,No,Weekday,Day
19931127,NSW,4,1993,Tuesday,13.15,Single,1,No,-9,No,100,,,,,No,No,Weekday,Day
19932100,Vic,4,1993,Thursday,6.45,Multiple,1,No,No,Yes,75,,,,,No,No,Weekday,Day
19933015,Qld,4,1993,Tuesday,14.00,Single,2,No,-9,No,100,,,,,No,No,Weekday,Day
19932219,Vic,4,1993,Friday,15.25,Multiple,1,No,No,No,100,,,,,No,No,Weekday,Day
19931354,NSW,4,1993,Thursday,6.45,Multiple,1,No,-9,Yes,60,,,,,No,No,Weekday,Day
19934054,SA,4,1993,Wednesday,9.50,Multiple,3,No,-9,No,110,,,,,No,No,Weekday,Day
19935048,WA,4,1993,Tuesday,15.00,Multiple,2,No,-9,No,60,,,,,No,No,Weekday,Day
19932238,Vic,4,1993,Sunday,22.00,Single,1,No,No,No,60,,,,,No,No,Weekend,Night
19932055,Vic,4,1993,Friday,18.30,Single,1,No,No,No,60,,,,,No,No,Weekend,Night
19932327,Vic,4,1993,Sunday,22.24,Single,1,No,No,No,75,,,,,No,No,Weekend,Night
19935179,WA,4,1993,Saturday,20.00,Single,1,No,-9,No,110,,,,,No,No,Weekend,Night
19935143,WA,4,1993,Wednesday,21.05,Single,1,No,-9,No,70,,,,,No,No,Weekday,Night
19934040,SA,4,1993,Thursday,18.20,Single,1,No,-9,No,60,,,,,No,No,Weekday,Night
19933311,Qld,4,1993,Tuesday,18.00,Single,1,No,-9,No,60,,,,,No,No,Weekday,Night
19932240,Vic,4,1993,Wednesday,18.50,Single,1,No,No,No,60,,,,,No,No,Weekday,Night
19937025,NT,4,1993,Thursday,23.55,Single,1,No,-9,No,-9,,,,,No,No,Weekday,Night
19937040,NT,4,1993,Wednesday,18.20,Single,1,No,-9,No,60,,,,,No,No,Weekday,Night
19936032,Tas,4,1993,Thursday,18.00,Single,1,No,-9,No,60,,,,,No,No,Weekday,Night
19934020,SA,4,1993,Monday,18.45,Single,1,No,-9,No,60,,,,,No,No,Weekday,Night
19932060,Vic,4,1993,Sunday,7.55,Single,1,No,No,No,60,,,,,No,No,Weekend,Day
19934099,SA,4,1993,Thursday,16.20,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19931493,NSW,4,1993,Tuesday,16.50,Single,1,Yes,-9,No,60,,,,,No,No,Weekday,Day
19933023,Qld,4,1993,Wednesday,6.00,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19931160,NSW,4,1993,Tuesday,13.25,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19933230,Qld,4,1993,Monday,12.00,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19931020,NSW,4,1993,Thursday,15.20,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19933180,Qld,4,1993,Friday,14.00,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19937018,NT,4,1993,Thursday,13.45,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19932029,Vic,4,1993,Friday,10.00,Single,1,No,No,No,60,,,,,No,No,Weekday,Day
19932114,Vic,4,1993,Friday,6.10,Single,1,No,No,No,60,,,,,No,No,Weekday,Day
19933344,Qld,4,1993,Wednesday,10.00,Multiple,1,No,-9,No,60,,,,,No,No,Weekday,Day
19933249,Qld,4,1993,Tuesday,11.00,Multiple,1,No,-9,No,80,,,,,No,No,Weekday,Day
19932244,Vic,3,1993,Wednesday,16.40,Multiple,1,No,No,No,60,,,,,No,No,Weekday,Day
19932355,Vic,3,1993,Saturday,18.40,Single,1,No,No,No,60,,,,,No,No,Weekend,Night
19932095,Vic,3,1993,Sunday,13.55,Multiple,1,No,No,No,100,,,,,No,No,Weekend,Day
19932215,Vic,3,1993,Friday,18.20,Multiple,1,No,No,No,100,,,,,No,No,Weekend,Night
19931013,NSW,3,1993,Thursday,23.15,Single,1,No,-9,No,60,,,,,No,No,Weekday,Night
19931208,NSW,3,1993,Thursday,1.00,Single,1,No,-9,No,70,,,,,No,No,Weekday,Night
19934098,SA,3,1993,Sunday,4.36,Single,1,No,-9,Yes,110,,,,,No,No,Weekend,Night
19932120,Vic,3,1993,Monday,3.15,Multiple,1,No,No,No,60,,,,,No,No,Weekend,Night
19931024,NSW,3,1993,Saturday,21.00,Single,1,No,-9,No,100,,,,,No,No,Weekend,Night
19931285,NSW,3,1993,Sunday,19.20,Multiple,1,No,-9,No,60,,,,,No,No,Weekend,Night
19934038,SA,3,1993,Saturday,4.00,Single,1,No,-9,No,60,,,,,No,No,Weekend,Night
19937002,NT,3,1993,Friday,23.45,Single,1,No,-9,No,-9,,,,,No,No,Weekend,Night
19938002,ACT,3,1993,Saturday,23.15,Multiple,1,No,-9,No,-9,,,,,No,No,Weekend,Night
19933212,Qld,3,1993,Friday,23.00,Single,1,No,-9,No,80,,,,,No,No,Weekend,Night
19933172,Qld,3,1993,Sunday,2.00,Single,1,No,-9,No,80,,,,,No,No,Weekend,Night
19931146,NSW,3,1993,Sunday,0.13,Multiple,1,No,-9,No,60,,,,,No,No,Weekend,Night
19934063,SA,3,1993,Sunday,0.20,Single,1,No,-9,No,60,,,,,No,No,Weekend,Night
19932146,Vic,3,1993,Saturday,4.44,Single,1,No,No,No,60,,,,,No,No,Weekend,Night
19933047,Qld,3,1993,Saturday,22.00,Multiple,1,No,-9,No,40,,,,,No,No,Weekend,Night
19932003,Vic,3,1993,Sunday,3.00,Single,1,No,No,No,75,,,,,No,No,Weekend,Night
19934136,SA,3,1993,Sunday,1.45,Single,1,No,-9,No,-9,,,,,No,No,Weekend,Night
19935126,WA,3,1993,Monday,1.34,Single,1,No,-9,No,90,,,,,No,No,Weekend,Night
19931117,NSW,3,1993,Sunday,1.15,Multiple,1,No,-9,Yes,100,,,,,No,No,Weekend,Night
19935098,WA,3,1993,Sunday,0.30,Single,1,No,-9,No,110,,,,,No,No,Weekend,Night
19931185,NSW,3,1993,Friday,23.45,Multiple,1,No,-9,No,100,,,,,No,No,Weekend,Night
19933189,Qld,3,1993,Friday,22.00,Single,1,No,-9,No,100,,,,,No,No,Weekend,Night
19932054,Vic,3,1993,Saturday,20.20,Single,1,No,No,No,100,,,,,No,No,Weekend,Night
19934190,SA,3,1993,Sunday,18.50,Multiple,2,No,-9,No,60,,,,,No,No,Weekend,Night
19933102,Qld,3,1993,Friday,23.00,Single,1,No,-9,No,100,,,,,No,No,Weekend,Night
19933094,Qld,3,1993,Monday,5.00,Multiple,2,No,-9,Yes,100,,,,,No,No,Weekend,Night
19934186,SA,3,1993,Monday,0.01,Multiple,1,No,-9,No,80,,,,,No,No,Weekend,Night
19932291,Vic,3,1993,Saturday,22.50,Single,1,No,No,No,60,,,,,No,No,Weekend,Night
19931339,NSW,3,1993,Saturday,2.15,Single,1,No,-9,No,80,,,,,No,No,Weekend,Night
19933300,Qld,3,1993,Saturday,1.00,Single,1,No,-9,No,60,,,,,No,No,Weekend,Night
19935122,WA,3,1993,Saturday,3.00,Single,1,No,-9,No,60,,,,,No,No,Weekend,Night
19932135,Vic,3,1993,Wednesday,20.50,Single,1,No,No,No,100,,,,,No,No,Weekday,Night
19931107,NSW,3,1993,Friday,3.35,Multiple,1,No,-9,No,60,,,,,No,No,Weekday,Night
19931199,NSW,3,1993,Friday,2.30,Multiple,2,Yes,-9,No,110,,,,,No,No,Weekday,Night
19931428,NSW,3,1993,Thursday,19.30,Single,1,No,-9,No,80,,,,,No,No,Weekday,Night
19931335,NSW,3,1993,Thursday,2.10,Single,1,No,-9,No,60,,,,,No,No,Weekday,Night
19935079,WA,3,1993,Wednesday,19.30,Multiple,1,No,-9,No,60,,,,,No,No,Weekday,Night
19935149,WA,3,1993,Tuesday,0.30,Single,1,No,-9,No,60,,,,,No,No,Weekday,Night
19932277,Vic,3,1993,Monday,20.15,Single,1,No,No,No,100,,,,,No,No,Weekday,Night
19931255,NSW,3,1993,Tuesday,2.45,Multiple,1,No,-9,No,60,,,,,No,No,Weekday,Night
19931153,NSW,3,1993,Wednesday,5.10,Multiple,1,No,-9,No,110,,,,,No,No,Weekday,Night
19933177,Qld,3,1993,Friday,0.00,Single,1,No,-9,No,60,,,,,No,No,Weekday,Night
19934124,SA,3,1993,Thursday,19.25,Single,1,No,-9,No,110,,,,,No,No,Weekday,Night
19934133,SA,3,1993,Wednesday,22.42,Single,1,No,-9,No,110,,,,,No,No,Weekday,Night
19932378,Vic,3,1993,Thursday,0.40,Single,1,No,No,No,60,,,,,No,No,Weekday,Night
19935093,WA,3,1993,Tuesday,19.20,Single,1,No,-9,No,60,,,,,No,No,Weekday,Night
19931136,NSW,3,1993,Wednesday,21.45,Multiple,1,No,-9,No,80,,,,,No,No,Weekday,Night
19931056,NSW,3,1993,Friday,2.30,Single,1,No,-9,No,70,,,,,No,No,Weekday,Night
19933247,Qld,3,1993,Tuesday,21.00,Multiple,1,No,-9,No,80,,,,,No,No,Weekday,Night
19931215,NSW,3,1993,Thursday,2.00,Single,1,No,-9,No,100,,,,,No,No,Weekday,Night
19931082,NSW,3,1993,Thursday,20.30,Single,1,No,-9,No,80,,,,,No,No,Weekday,Night
19933218,Qld,3,1993,Wednesday,0.00,Single,1,No,-9,No,60,,,,,No,No,Weekday,Night
19931306,NSW,3,1993,Sunday,12.45,Multiple,1,No,-9,No,60,,,,,No,No,Weekend,Day
19933058,Qld,3,1993,Sunday,14.00,Multiple,1,No,-9,No,60,,,,,No,No,Weekend,Day
19932045,Vic,3,1993,Sunday,15.58,Single,1,No,No,No,100,,,,,No,No,Weekend,Day
19933345,Qld,3,1993,Sunday,9.00,Multiple,1,No,-9,No,100,,,,,No,No,Weekend,Day
19931328,NSW,3,1993,Sunday,9.15,Multiple,1,No,-9,No,100,,,,,No,No,Weekend,Day
19931055,NSW,3,1993,Saturday,16.30,Single,2,No,-9,No,100,,,,,No,No,Weekend,Day
19931172,NSW,3,1993,Sunday,6.40,Single,1,No,-9,No,60,,,,,No,No,Weekend,Day
19933009,Qld,3,1993,Sunday,8.00,Multiple,1,No,-9,No,60,,,,,No,No,Weekend,Day
19932059,Vic,3,1993,Sunday,17.47,Single,1,No,No,No,100,,,,,No,No,Weekend,Day
19932018,Vic,3,1993,Saturday,14.10,Multiple,1,No,No,No,60,,,,,No,No,Weekend,Day
19934171,SA,3,1993,Saturday,12.10,Single,1,No,-9,No,110,,,,,No,No,Weekend,Day
19931086,NSW,3,1993,Saturday,12.36,Multiple,3,No,-9,No,110,,,,,No,No,Weekend,Day
19931032,NSW,3,1993,Sunday,17.35,Multiple,1,No,-9,No,70,,,,,No,No,Weekend,Day
19934155,SA,3,1993,Saturday,9.10,Multiple,1,No,-9,No,100,,,,,No,No,Weekend,Day
19931066,NSW,3,1993,Saturday,15.05,Multiple,1,No,-9,No,60,,,,,No,No,Weekend,Day
19931029,NSW,3,1993,Tuesday,12.15,Multiple,3,No,-9,Yes,100,,,,,No,No,Weekday,Day
19931162,NSW,3,1993,Monday,6.55,Multiple,1,No,-9,No,60,,,,,No,No,Weekday,Day
19937012,NT,3,1993,Friday,15.30,Single,1,No,-9,No,-9,,,,,No,No,Weekday,Day
19935088,WA,3,1993,Wednesday,16.35,Single,1,No,-9,Yes,100,,,,,No,No,Weekday,Day
19932057,Vic,3,1993,Monday,9.40,Multiple,1,No,No,No,100,,,,,No,No,Weekday,Day
19932333,Vic,3,1993,Wednesday,7.56,Multiple,1,No,No,No,100,,,,,No,No,Weekday,Day
19935116,WA,3,1993,Friday,14.30,Multiple,1,No,-9,No,70,,,,,No,No,Weekday,Day
19934025,SA,3,1993,Wednesday,9.45,Multiple,1,No,-9,Yes,110,,,,,No,No,Weekday,Day
19934185,SA,3,1993,Thursday,14.48,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19933356,Qld,3,1993,Thursday,16.00,Multiple,1,No,-9,No,100,,,,,No,No,Weekday,Day
19937037,NT,3,1993,Thursday,16.45,Single,1,No,-9,No,-9,,,,,No,No,Weekday,Day
19932253,Vic,3,1993,Monday,13.30,Multiple,1,No,No,Yes,60,,,,,No,No,Weekday,Day
19933073,Qld,3,1993,Friday,16.00,Single,1,No,-9,No,100,,,,,No,No,Weekday,Day
19931080,NSW,3,1993,Thursday,14.05,Multiple,1,No,-9,Yes,110,,,,,No,No,Weekday,Day
19937021,NT,3,1993,Monday,11.00,Multiple,1,No,-9,No,80,,,,,No,No,Weekday,Day
19936025,Tas,3,1993,Thursday,16.30,Single,1,No,-9,No,60,,,,,No,No,Weekday,Day
19931269,NSW,3,1993,Tuesday,15.50,Multiple,1,No,-9,No,60,,,,,No,No,Weekday,Day
19932357,Vic,3,1993,Friday,12.00,Single,1,No,No,No,100,,,,,No,No,Weekday,Day
19932359,Vic,3,1993,Friday,11.55,Single,1,No,No,No,60,,,,,No,No,Weekday,Day
19931181,NSW,3,1993,Monday,9.00,Multiple,1,No,-9,No,60,,,,,No,No,Weekday,Day
19933118,Qld,3,1993,Tuesday,6.00,Single,1,No,-9,No,100,,,,,No,No,Weekday,Day
19932334,Vic,3,1993,Tuesday,16.00,Multiple,1,No,No,No,100,,,,,No,No,Weekday,Day
