Crash ID,Road User,Gender,Age,Age Group
20055026,Passenger,Male,71,65_to_74
20051317,Pedal cyclist,Male,47,40_to_64
20053286,Driver,Female,83,75_or_older
20051213,Pedestrian,Male,31,26_to_39
20051426,Pedestrian,Male,45,40_to_64
20054108,Pedestrian,Male,86,75_or_older
20053026,Pedestrian,Male,28,26_to_39
20057003,Pedestrian,Female,42,40_to_64
20051353,Pedestrian,Male,31,26_to_39
20053109,Pedestrian,Female,21,17_to_25
20051207,Pedestrian,Female,58,40_to_64
20051291,Pedestrian,Female,68,65_to_74
20055046,Pedestrian,Male,2,0_to_16
20054017,Pedestrian,Female,83,75_or_older
20054006,Pedestrian,Male,87,75_or_older
20051278,Pedestrian,Male,34,26_to_39
20055090,Pedestrian,Male,57,40_to_64
20052080,Pedestrian,Female,45,40_to_64
20053219,Pedestrian,Female,72,65_to_74
20052210,Pedestrian,Male,23,17_to_25
20051024,Motorcycle rider,Male,28,26_to_39
20055099,Pedestrian,Female,37,26_to_39
20051024,Pedestrian,Female,48,40_to_64
20052308,Pedestrian,Male,0,0_to_16
20051399,Driver,Male,82,75_or_older
20057010,Pedestrian,Male,15,0_to_16
20052109,Driver,Male,33,26_to_39
20053129,Driver,Male,21,17_to_25
20053292,Driver,Male,33,26_to_39
20051268,Driver,Male,75,75_or_older
20053228,Passenger,Male,15,0_to_16
20053030,Passenger,Male,21,17_to_25
20052291,Motorcycle rider,Male,24,17_to_25
20051183,Passenger,Male,23,17_to_25
20052172,Driver,Male,21,17_to_25
20051014,Driver,Male,21,17_to_25
20052183,Driver,Female,24,17_to_25
20055034,Passenger,Male,22,17_to_25
20055050,Passenger,Male,20,17_to_25
20052057,Driver,Male,23,17_to_25
20053272,Driver,Male,30,26_to_39
20054024,Driver,Male,28,26_to_39
20051430,Driver,Male,26,26_to_39
20051430,Passenger,Male,26,26_to_39
20057014,Driver,Male,28,26_to_39
20052065,Driver,Female,31,26_to_39
20052097,Driver,Female,31,26_to_39
20051259,Passenger,Male,41,40_to_64
20054028,Driver,Male,41,40_to_64
20051392,Passenger,Male,64,40_to_64
20055029,Driver,Male,43,40_to_64
20051183,Driver,Male,29,26_to_39
20053241,Driver,Male,29,26_to_39
20052153,Passenger,Male,18,17_to_25
20052153,Passenger,Male,18,17_to_25
20052138,Driver,Female,23,17_to_25
20052234,Driver,Male,24,17_to_25
20051156,Driver,Male,22,17_to_25
20052060,Passenger,Male,36,26_to_39
20058019,Motorcycle rider,Female,32,26_to_39
20052188,Driver,Male,34,26_to_39
20057048,Pedal cyclist,Male,48,40_to_64
20052195,Driver,Male,23,17_to_25
20051195,Driver,Male,41,40_to_64
20054040,Driver,Male,61,40_to_64
20054094,Driver,Female,43,40_to_64
20052060,Driver,Male,41,40_to_64
20055022,Driver,Female,26,26_to_39
20052063,Driver,Male,22,17_to_25
20052206,Passenger,Female,78,75_or_older
20051232,Motorcycle rider,Male,16,0_to_16
20058020,Passenger,Female,14,0_to_16
20058020,Passenger,Female,10,0_to_16
20051458,Motorcycle rider,Male,21,17_to_25
20054030,Passenger,Male,23,17_to_25
20054124,Passenger,Female,22,17_to_25
20052090,Passenger,Male,19,17_to_25
20052076,Driver,Male,18,17_to_25
20051423,Passenger,Female,21,17_to_25
20051125,Passenger,Female,18,17_to_25
20053079,Motorcycle rider,Male,33,26_to_39
20058013,Driver,Male,29,26_to_39
20052124,Driver,Male,31,26_to_39
20053265,Driver,Male,35,26_to_39
20052054,Passenger,Male,27,26_to_39
20054064,Driver,Male,63,40_to_64
20053218,Motorcycle rider,Male,46,40_to_64
20054124,Passenger,Female,55,40_to_64
20051238,Driver,Female,73,65_to_74
20051205,Motorcycle rider,Male,21,17_to_25
20051155,Pedal cyclist,Male,79,75_or_older
20051339,Motorcycle rider,Male,38,26_to_39
20053105,Driver,Male,87,75_or_older
20053136,Driver,Male,78,75_or_older
20051313,Driver,Male,73,65_to_74
20054126,Driver,Male,0,0_to_16
20051114,Passenger,Male,16,0_to_16
20055075,Driver,Female,22,17_to_25
20054104,Pedal cyclist,Male,22,17_to_25
20052062,Motorcycle rider,Male,23,17_to_25
20051012,Passenger,Female,17,17_to_25
20055122,Driver,Male,30,26_to_39
20051204,Passenger,Female,23,17_to_25
20052166,Driver,Female,22,17_to_25
20053126,Pedestrian,Male,29,26_to_39
20051218,Driver,Male,17,17_to_25
20055109,Driver,Male,19,17_to_25
20055145,Driver,Female,23,17_to_25
20057023,Passenger,Male,27,26_to_39
20053256,Driver,Female,36,26_to_39
20051148,Driver,Female,37,26_to_39
20052166,Driver,Female,34,26_to_39
20051023,Driver,Male,35,26_to_39
20051135,Motorcycle rider,Male,28,26_to_39
20051411,Driver,Female,60,40_to_64
20051411,Driver,Male,54,40_to_64
20054035,Driver,Female,60,40_to_64
20051048,Driver,Female,58,40_to_64
20054112,Driver,Male,60,40_to_64
20055118,Driver,Male,58,40_to_64
20051050,Passenger,Male,52,40_to_64
20052291,Driver,Male,55,40_to_64
20052178,Driver,Male,63,40_to_64
20051396,Driver,Female,56,40_to_64
20058006,Driver,Female,65,65_to_74
20051021,Driver,Female,67,65_to_74
20053066,Passenger,Male,74,65_to_74
20053063,Driver,Male,68,65_to_74
20051114,Driver,Male,19,17_to_25
20053018,Motorcycle rider,Male,50,40_to_64
20051256,Pedestrian,Male,23,17_to_25
20057034,Pedestrian,Female,35,26_to_39
20053217,Pedestrian,Male,52,40_to_64
20057042,Pedestrian,Female,35,26_to_39
20051216,Pedestrian,Female,22,17_to_25
20058024,Pedestrian,Female,21,17_to_25
20052086,Pedestrian,Male,60,40_to_64
20051091,Pedestrian,Female,77,75_or_older
20052123,Pedestrian,Male,81,75_or_older
20051149,Pedestrian,Female,83,75_or_older
20051380,Pedestrian,Female,88,75_or_older
20051063,Driver,Female,66,65_to_74
20054039,Driver,Male,67,65_to_74
20051334,Pedestrian,Female,81,75_or_older
20051276,Pedestrian,Male,70,65_to_74
20051184,Pedestrian,Male,84,75_or_older
20052250,Pedestrian,Male,17,17_to_25
20051181,Driver,Male,69,65_to_74
20051188,Driver,Male,70,65_to_74
20055048,Pedestrian,Female,60,40_to_64
20051166,Pedestrian,Male,61,40_to_64
20053068,Pedestrian,Female,65,65_to_74
20051373,Pedestrian,Female,72,65_to_74
20051420,Pedestrian,Female,84,75_or_older
20051198,Pedestrian,Female,39,26_to_39
20052273,Pedestrian,Male,77,75_or_older
20051412,Passenger,Female,90,75_or_older
20053111,Driver,Male,79,75_or_older
20052190,Driver,Male,19,17_to_25
20054049,Passenger,Female,22,17_to_25
20054044,Motorcycle pillion passenger,Female,66,65_to_74
20053166,Driver,Male,32,26_to_39
20053111,Passenger,Female,83,75_or_older
20053189,Passenger,Male,0,0_to_16
20051108,Driver,Male,52,40_to_64
20053243,Driver,Male,44,40_to_64
20051361,Driver,Male,75,75_or_older
20054119,Motorcycle rider,Male,29,26_to_39
20053150,Driver,Male,71,65_to_74
20054018,Driver,Male,40,40_to_64
20054095,Driver,Male,43,40_to_64
20051087,Passenger,Female,25,17_to_25
20051087,Driver,Male,24,17_to_25
20051302,Driver,Male,20,17_to_25
20051297,Driver,Male,23,17_to_25
20055043,Driver,Male,24,17_to_25
20054121,Driver,Male,19,17_to_25
20057004,Pedal cyclist,Female,11,0_to_16
20053108,Driver,Male,25,17_to_25
20055001,Driver,Female,32,26_to_39
20051117,Driver,Female,27,26_to_39
20052292,Driver,Male,33,26_to_39
20051352,Driver,Female,43,40_to_64
20051171,Passenger,Male,53,40_to_64
20052282,Passenger,Female,46,40_to_64
20051107,Motorcycle rider,Male,67,65_to_74
20051382,Pedal cyclist,Male,16,0_to_16
20051359,Driver,Male,25,17_to_25
20056022,Driver,Male,22,17_to_25
20053089,Driver,Male,25,17_to_25
20053089,Passenger,Female,21,17_to_25
20051237,Driver,Male,33,26_to_39
20053065,Motorcycle rider,Male,35,26_to_39
20053259,Motorcycle rider,Male,27,26_to_39
20052091,Motorcycle rider,Male,29,26_to_39
20056045,Driver,Male,56,40_to_64
20056013,Passenger,Female,59,40_to_64
20051067,Driver,Male,44,40_to_64
20056048,Driver,Male,56,40_to_64
20051244,Driver,Male,45,40_to_64
20052173,Driver,Male,30,26_to_39
20051393,Driver,Male,29,26_to_39
20054071,Motorcycle rider,Male,49,40_to_64
20053251,Motorcycle rider,Male,41,40_to_64
20056012,Passenger,Male,88,75_or_older
20057022,Passenger,Female,2,0_to_16
20053081,Passenger,Female,25,17_to_25
20052114,Motorcycle rider,Male,24,17_to_25
20052237,Driver,Male,26,26_to_39
20057025,Driver,Male,32,26_to_39
20051122,Motorcycle rider,Male,39,26_to_39
20053179,Motorcycle rider,Male,31,26_to_39
20053233,Driver,Female,51,40_to_64
20056044,Driver,Female,52,40_to_64
20052237,Driver,Female,61,40_to_64
20053267,Driver,Female,59,40_to_64
20053015,Motorcycle rider,Male,49,40_to_64
20051435,Driver,Male,49,40_to_64
20053236,Motorcycle rider,Male,57,40_to_64
20051248,Driver,Male,71,65_to_74
20056046,Pedal cyclist,Male,4,0_to_16
20052237,Passenger,Female,85,75_or_older
20052130,Passenger,Male,85,75_or_older
20056020,Pedal cyclist,Female,83,75_or_older
20052039,Driver,Male,76,75_or_older
20054003,Passenger,Female,77,75_or_older
20053159,Motorcycle rider,Male,89,75_or_older
20053013,Driver,Male,91,75_or_older
20051390,Driver,Female,76,75_or_older
20055015,Passenger,Male,9,0_to_16
20057030,Passenger,Male,17,17_to_25
20051058,Passenger,Female,77,75_or_older
20051058,Passenger,Male,16,0_to_16
20051258,Passenger,Female,0,0_to_16
20053238,Passenger,Male,3,0_to_16
20055092,Driver,Male,17,17_to_25
20054117,Driver,Male,18,17_to_25
20051447,Motorcycle rider,Male,23,17_to_25
20051073,Passenger,Female,23,17_to_25
20053220,Motorcycle rider,Male,23,17_to_25
20053025,Pedestrian,Male,29,26_to_39
20052003,Motorcycle rider,Male,24,17_to_25
20053185,Driver,Female,18,17_to_25
20053273,Pedestrian,Male,31,26_to_39
20057021,Passenger,Female,32,26_to_39
20051093,Driver,Male,26,26_to_39
20052169,Driver,Male,27,26_to_39
20051118,Motorcycle rider,Male,27,26_to_39
20057021,Driver,Male,55,40_to_64
20051167,Motorcycle rider,Male,58,40_to_64
20052196,Driver,Female,50,40_to_64
20053183,Driver,Male,50,40_to_64
20053183,Passenger,Female,54,40_to_64
20055089,Motorcycle rider,Male,61,40_to_64
20053045,Driver,Male,47,40_to_64
20051073,Driver,Male,40,40_to_64
20053037,Driver,Male,42,40_to_64
20055102,Driver,Male,61,40_to_64
20052058,Driver,Male,46,40_to_64
20052169,Driver,Male,57,40_to_64
20052094,Driver,Male,57,40_to_64
20051058,Passenger,Female,57,40_to_64
20051058,Driver,Male,48,40_to_64
20052034,Motorcycle rider,Male,59,40_to_64
20051202,Passenger,Female,69,65_to_74
20051202,Driver,Male,74,65_to_74
20051295,Passenger,Male,69,65_to_74
20056004,Passenger,Male,46,40_to_64
20053168,Motorcycle rider,Male,76,75_or_older
20051046,Pedestrian,Male,61,40_to_64
20055147,Pedestrian,Female,37,26_to_39
20051098,Pedestrian,Male,50,40_to_64
20051010,Pedestrian,Male,69,65_to_74
20052083,Pedestrian,Male,84,75_or_older
20052152,Pedestrian,Female,81,75_or_older
20051028,Pedestrian,Female,83,75_or_older
20054086,Pedestrian,Male,20,17_to_25
20053198,Pedestrian,Male,56,40_to_64
20052177,Pedestrian,Female,63,40_to_64
20051448,Pedestrian,Male,73,65_to_74
20052007,Pedestrian,Male,74,65_to_74
20053025,Pedestrian,Male,25,17_to_25
20054079,Pedestrian,Female,81,75_or_older
20052052,Pedestrian,Male,76,75_or_older
20053289,Passenger,Female,82,75_or_older
20053053,Driver,Male,73,65_to_74
20053289,Driver,Male,81,75_or_older
20051116,Passenger,Male,83,75_or_older
20057005,Passenger,Female,40,40_to_64
20051175,Driver,Male,87,75_or_older
20051400,Passenger,Female,80,75_or_older
20052168,Driver,Male,24,17_to_25
20053031,Passenger,Male,18,17_to_25
20054114,Driver,Male,23,17_to_25
20051131,Passenger,Female,23,17_to_25
20051159,Driver,Male,24,17_to_25
20051136,Driver,Male,21,17_to_25
20051008,Passenger,Male,17,17_to_25
20052107,Passenger,Male,22,17_to_25
20052260,Driver,Male,21,17_to_25
20054073,Driver,Male,19,17_to_25
20052284,Passenger,Female,18,17_to_25
20052142,Motorcycle rider,Male,22,17_to_25
20051253,Driver,Male,24,17_to_25
20051145,Driver,Male,23,17_to_25
20053010,Driver,Male,24,17_to_25
20053049,Driver,Male,25,17_to_25
20051257,Driver,Male,25,17_to_25
20052050,Driver,Male,21,17_to_25
20052211,Driver,Female,21,17_to_25
20051060,Driver,Male,29,26_to_39
20056032,Driver,Male,36,26_to_39
20054010,Passenger,Male,26,26_to_39
20053022,Passenger,Female,16,0_to_16
20053022,Passenger,Male,15,0_to_16
20051245,Driver,Male,27,26_to_39
20052049,Passenger,Female,60,40_to_64
20053024,Driver,Male,35,26_to_39
20052037,Driver,Male,35,26_to_39
20051250,Driver,Male,42,40_to_64
20054014,Other/-9,Male,49,40_to_64
20054127,Driver,Male,47,40_to_64
20052157,Passenger,Male,47,40_to_64
20051220,Motorcycle rider,Male,24,17_to_25
20052145,Driver,Male,25,17_to_25
20052092,Driver,Male,22,17_to_25
20051211,Motorcycle rider,Male,20,17_to_25
20051428,Driver,Male,18,17_to_25
20051428,Passenger,Male,19,17_to_25
20052002,Driver,Male,28,26_to_39
20051109,Driver,Male,28,26_to_39
20052070,Driver,Male,51,40_to_64
20051027,Driver,Male,54,40_to_64
20051434,Driver,Female,39,26_to_39
20051013,Driver,Male,35,26_to_39
20051143,Driver,Female,76,75_or_older
20051042,Motorcycle rider,Male,84,75_or_older
20056006,Driver,Male,88,75_or_older
20055103,Driver,Male,18,17_to_25
20051194,Driver,Male,78,75_or_older
20052043,Motorcycle rider,Female,39,26_to_39
20051255,Motorcycle pillion passenger,Female,15,0_to_16
20051223,Motorcycle rider,Male,18,17_to_25
20051223,Motorcycle rider,Male,22,17_to_25
20055087,Driver,Male,24,17_to_25
20051185,Driver,Female,37,26_to_39
20053047,Motorcycle rider,Male,36,26_to_39
20056039,Driver,Male,28,26_to_39
20054103,Driver,Male,39,26_to_39
20051312,Motorcycle rider,Male,26,26_to_39
20058021,Motorcycle rider,Male,35,26_to_39
20054056,Passenger,Female,37,26_to_39
20054056,Driver,Male,32,26_to_39
20051308,Motorcycle rider,Male,31,26_to_39
20055095,Driver,Male,26,26_to_39
20051368,Pedal cyclist,Male,55,40_to_64
20052093,Driver,Female,51,40_to_64
20052232,Motorcycle rider,Male,66,65_to_74
20053017,Driver,Male,73,65_to_74
20051153,Motorcycle rider,Male,33,26_to_39
20053278,Driver,Male,53,40_to_64
20052033,Passenger,Male,79,75_or_older
20052033,Passenger,Female,77,75_or_older
20051371,Driver,Male,81,75_or_older
20051260,Passenger,Female,85,75_or_older
20052221,Driver,Male,82,75_or_older
20053133,Driver,Male,85,75_or_older
20056025,Pedal cyclist,Male,12,0_to_16
20058012,Driver,Female,84,75_or_older
20057009,Passenger,Female,4,0_to_16
20053023,Passenger,Female,3,0_to_16
20051272,Passenger,Female,1,0_to_16
20051215,Passenger,Male,14,0_to_16
20053061,Driver,Male,20,17_to_25
20052258,Motorcycle rider,Male,33,26_to_39
20054055,Driver,Male,25,17_to_25
20054077,Driver,Female,17,17_to_25
20054077,Passenger,Male,17,17_to_25
20053210,Motorcycle rider,Male,17,17_to_25
20053073,Driver,Female,24,17_to_25
20055136,Motorcycle rider,Male,38,26_to_39
20055131,Driver,Male,29,26_to_39
20055128,Driver,Male,28,26_to_39
20052215,Driver,Female,38,26_to_39
20051325,Driver,Female,29,26_to_39
20052151,Driver,Female,53,40_to_64
20055020,Driver,Male,54,40_to_64
20051365,Driver,Male,41,40_to_64
20056021,Motorcycle rider,Male,42,40_to_64
20053023,Driver,Male,48,40_to_64
20051179,Driver,Male,40,40_to_64
20054013,Driver,Male,44,40_to_64
20053188,Driver,Male,45,40_to_64
20051427,Driver,Male,45,40_to_64
20051215,Driver,Male,44,40_to_64
20052024,Driver,Male,68,65_to_74
20053268,Driver,Female,66,65_to_74
20051330,Driver,Male,67,65_to_74
20056023,Driver,Female,70,65_to_74
20051249,Passenger,Female,65,65_to_74
20051115,Driver,Female,71,65_to_74
20053281,Driver,Female,66,65_to_74
20056001,Passenger,Male,28,26_to_39
20055116,Passenger,Female,70,65_to_74
20055116,Driver,Male,70,65_to_74
20051249,Passenger,Female,82,75_or_older
20051231,Driver,Male,64,40_to_64
20051134,Pedestrian,Male,43,40_to_64
20052025,Pedestrian,Female,18,17_to_25
20051267,Pedestrian,Female,44,40_to_64
20053252,Pedestrian,Male,64,40_to_64
20052081,Pedestrian,Male,56,40_to_64
20052081,Pedestrian,Female,40,40_to_64
20051062,Pedestrian,Male,43,40_to_64
20054061,Driver,Male,73,65_to_74
20051264,Driver,Male,74,65_to_74
20056041,Pedestrian,Male,76,75_or_older
20052224,Pedestrian,Female,77,75_or_older
20054009,Pedestrian,Female,76,75_or_older
20051389,Pedestrian,Male,88,75_or_older
20051054,Pedestrian,Female,16,0_to_16
20051031,Pedestrian,Female,71,65_to_74
20058009,Pedestrian,Female,40,40_to_64
20053154,Pedestrian,Male,44,40_to_64
20051439,Pedestrian,Male,67,65_to_74
20051224,Pedestrian,Male,72,65_to_74
20051269,Pedestrian,Female,34,26_to_39
20051126,Pedestrian,Female,73,65_to_74
20055038,Passenger,Male,21,17_to_25
20051413,Pedestrian,Male,18,17_to_25
20052072,Motorcycle rider,Male,37,26_to_39
20055027,Driver,Male,67,65_to_74
20055078,Driver,Male,75,75_or_older
20052111,Passenger,Female,91,75_or_older
20051293,Driver,Male,21,17_to_25
20053060,Driver,Female,65,65_to_74
20051425,Passenger,Male,16,0_to_16
20057013,Passenger,Male,1,0_to_16
20053254,Driver,Male,24,17_to_25
20051132,Passenger,Male,22,17_to_25
20051432,Driver,Male,17,17_to_25
20058014,Motorcycle rider,Male,17,17_to_25
20053029,Driver,Male,17,17_to_25
20053207,Passenger,Female,20,17_to_25
20051064,Driver,Male,19,17_to_25
20052184,Motorcycle rider,Male,21,17_to_25
20052306,Driver,Female,28,26_to_39
20053044,Driver,Female,33,26_to_39
20055060,Driver,Male,36,26_to_39
20051064,Passenger,Male,20,17_to_25
20053211,Driver,Male,34,26_to_39
20053239,Motorcycle rider,Male,27,26_to_39
20052110,Driver,Female,33,26_to_39
20051197,Motorcycle rider,Male,43,40_to_64
20053193,Driver,Male,60,40_to_64
20051105,Driver,Male,50,40_to_64
20057020,Driver,Male,45,40_to_64
20054107,Passenger,Female,15,0_to_16
20054085,Driver,Male,47,40_to_64
20053040,Motorcycle rider,Male,23,17_to_25
20051057,Driver,Male,25,17_to_25
20051358,Driver,Male,24,17_to_25
20051265,Driver,Male,17,17_to_25
20052013,Driver,Male,24,17_to_25
20055053,Driver,Male,36,26_to_39
20051445,Driver,Male,30,26_to_39
20052309,Motorcycle rider,Male,29,26_to_39
20054053,Motorcycle rider,Male,30,26_to_39
20054027,Driver,Male,38,26_to_39
20051350,Motorcycle rider,Male,34,26_to_39
20053042,Driver,Male,27,26_to_39
20054021,Driver,Male,39,26_to_39
20055130,Driver,Male,51,40_to_64
20053224,Pedal cyclist,Male,45,40_to_64
20054082,Driver,Male,55,40_to_64
20051285,Driver,Male,82,75_or_older
20051006,Motorcycle rider,Male,14,0_to_16
20053032,Passenger,Female,14,0_to_16
20051335,Driver,Male,24,17_to_25
20053032,Driver,Female,18,17_to_25
20052242,Driver,Male,23,17_to_25
20053291,Motorcycle rider,Female,25,17_to_25
20051310,Motorcycle rider,Male,22,17_to_25
20052202,Driver,Male,26,26_to_39
20058001,Driver,Male,30,26_to_39
20052216,Motorcycle rider,Male,55,40_to_64
20053279,Driver,Male,41,40_to_64
20053192,Motorcycle rider,Male,60,40_to_64
20053192,Motorcycle pillion passenger,Female,59,40_to_64
20051247,Driver,Male,37,26_to_39
20055084,Passenger,Female,53,40_to_64
20053032,Driver,Male,68,65_to_74
20053032,Passenger,Male,52,40_to_64
20053032,Passenger,Female,44,40_to_64
20053004,Passenger,Female,78,75_or_older
20053128,Driver,Male,79,75_or_older
20054020,Driver,Male,18,17_to_25
20051345,Driver,Male,20,17_to_25
20055148,Driver,Male,21,17_to_25
20054116,Passenger,Male,23,17_to_25
20055107,Motorcycle rider,Male,22,17_to_25
20051384,Driver,Male,22,17_to_25
20053177,Passenger,Male,24,17_to_25
20052267,Driver,Female,24,17_to_25
20055019,Driver,Female,25,17_to_25
20053107,Driver,Male,34,26_to_39
20053122,Driver,Male,34,26_to_39
20051170,Motorcycle rider,Male,26,26_to_39
20052294,Driver,Male,37,26_to_39
20051376,Driver,Male,34,26_to_39
20051438,Driver,Female,26,26_to_39
20052014,Driver,Male,29,26_to_39
20055129,Driver,Male,35,26_to_39
20051383,Driver,Female,36,26_to_39
20055139,Driver,Male,35,26_to_39
20051289,Motorcycle rider,Male,30,26_to_39
20058023,Motorcycle rider,Male,33,26_to_39
20054059,Driver,Male,55,40_to_64
20055096,Driver,Male,40,40_to_64
20051459,Passenger,Female,61,40_to_64
20051274,Driver,Male,45,40_to_64
20055108,Driver,Female,55,40_to_64
20052027,Driver,Male,52,40_to_64
20052019,Pedal cyclist,Male,57,40_to_64
20053009,Passenger,Female,53,40_to_64
20051288,Passenger,Female,59,40_to_64
20051039,Motorcycle rider,Male,45,40_to_64
20052155,Pedestrian,Female,41,40_to_64
20054020,Driver,Male,59,40_to_64
20051437,Driver,Male,17,17_to_25
20053011,Driver,Female,32,26_to_39
20052207,Pedestrian,Female,78,75_or_older
20052147,Pedestrian,Male,19,17_to_25
20051403,Pedestrian,Male,32,26_to_39
20051397,Pedestrian,Female,32,26_to_39
20055071,Pedestrian,Female,46,40_to_64
20057011,Pedestrian,Male,30,26_to_39
20052233,Motorcycle rider,Male,47,40_to_64
20053028,Pedestrian,Male,35,26_to_39
20051450,Pedestrian,Male,22,17_to_25
20051158,Pedestrian,Male,41,40_to_64
20051111,Driver,Female,65,65_to_74
20055105,Pedestrian,Male,77,75_or_older
20058002,Pedestrian,Male,67,65_to_74
20053175,Pedestrian,Male,2,0_to_16
20052191,Passenger,Female,66,65_to_74
20051147,Pedestrian,Male,46,40_to_64
20055150,Pedestrian,Male,50,40_to_64
20051421,Pedestrian,Male,74,65_to_74
20052148,Pedestrian,Male,91,75_or_older
20053072,Pedestrian,Female,18,17_to_25
20051282,Pedestrian,Male,79,75_or_older
20051217,Pedestrian,Female,75,75_or_older
20052283,Pedestrian,Male,39,26_to_39
20051137,Pedestrian,Male,87,75_or_older
20051189,Pedestrian,Female,80,75_or_older
20057028,Driver,Female,28,26_to_39
20053043,Motorcycle rider,Male,32,26_to_39
20051212,Driver,Male,57,40_to_64
20051164,Driver,Male,22,17_to_25
20052255,Driver,Male,60,40_to_64
20053170,Passenger,Male,18,17_to_25
20051138,Passenger,Male,22,17_to_25
20051180,Passenger,Female,64,40_to_64
20055093,Motorcycle rider,Male,47,40_to_64
20055041,Driver,Male,81,75_or_older
20055041,Passenger,Female,80,75_or_older
20055066,Passenger,Female,15,0_to_16
20053263,Driver,Female,75,75_or_older
20051433,Driver,Male,31,26_to_39
20055074,Driver,Male,19,17_to_25
20052276,Driver,Male,20,17_to_25
20054007,Driver,Male,22,17_to_25
20054007,Passenger,Male,22,17_to_25
20053124,Passenger,Female,18,17_to_25
20057016,Driver,Male,18,17_to_25
20052251,Passenger,Male,19,17_to_25
20052251,Driver,Male,17,17_to_25
20055055,Passenger,Male,23,17_to_25
20053234,Driver,Male,20,17_to_25
20052032,Motorcycle rider,Male,29,26_to_39
20051090,Motorcycle rider,Male,27,26_to_39
20055002,Driver,Male,27,26_to_39
20051431,Driver,Male,31,26_to_39
20055054,Driver,Male,34,26_to_39
20051099,Driver,Male,28,26_to_39
20051121,Passenger,Male,28,26_to_39
20053264,Passenger,Male,37,26_to_39
20053221,Driver,Male,38,26_to_39
20053076,Driver,Male,53,40_to_64
20052061,Passenger,Female,55,40_to_64
20054041,Passenger,Male,44,40_to_64
20053100,Pedestrian,Female,16,0_to_16
20054090,Driver,Male,42,40_to_64
20051336,Driver,Male,63,40_to_64
20058022,Motorcycle rider,Male,42,40_to_64
20051121,Driver,Female,25,17_to_25
20052127,Driver,Female,25,17_to_25
20052095,Passenger,Male,21,17_to_25
20056017,Driver,Male,19,17_to_25
20054037,Driver,Male,19,17_to_25
20054037,Passenger,Male,23,17_to_25
20055149,Motorcycle rider,Male,20,17_to_25
20052171,Driver,Male,25,17_to_25
20052020,Motorcycle rider,Male,20,17_to_25
20055124,Passenger,Male,18,17_to_25
20054105,Motorcycle rider,Male,23,17_to_25
20053162,Driver,Male,28,26_to_39
20053145,Passenger,Female,28,26_to_39
20054012,Motorcycle rider,Male,26,26_to_39
20053096,Driver,Male,38,26_to_39
20052122,Driver,Male,29,26_to_39
20054120,Passenger,Male,29,26_to_39
20052180,Driver,Male,32,26_to_39
20053157,Driver,Male,27,26_to_39
20054029,Passenger,Male,44,40_to_64
20053196,Driver,Male,60,40_to_64
20055111,Driver,Male,43,40_to_64
20052182,Driver,Female,46,40_to_64
20051040,Driver,Female,63,40_to_64
20054101,Driver,Male,51,40_to_64
20053048,Driver,Male,42,40_to_64
20052071,Driver,Male,49,40_to_64
20057024,Driver,Male,23,17_to_25
20051178,Driver,Male,24,17_to_25
20052164,Driver,Female,80,75_or_older
20051144,Passenger,Female,82,75_or_older
20051144,Driver,Male,86,75_or_older
20055047,Pedal cyclist,Male,7,0_to_16
20054084,Passenger,Male,6,0_to_16
20054066,Driver,Male,20,17_to_25
20054084,Driver,Female,27,26_to_39
20052314,Motorcycle rider,Male,28,26_to_39
20052047,Driver,Female,35,26_to_39
20053190,Motorcycle rider,Male,38,26_to_39
20053171,Driver,Female,41,40_to_64
20051053,Motorcycle rider,Male,42,40_to_64
20053084,Motorcycle rider,Male,45,40_to_64
20051234,Motorcycle rider,Male,55,40_to_64
20055042,Driver,Female,62,40_to_64
20052298,Driver,Male,67,65_to_74
20055051,Driver,Female,80,75_or_older
20052118,Driver,Male,83,75_or_older
20054038,Driver,Male,81,75_or_older
20053132,Driver,Male,47,40_to_64
20052012,Passenger,Male,14,0_to_16
20051228,Driver,Female,19,17_to_25
20056003,Driver,Female,20,17_to_25
20052307,Driver,Female,23,17_to_25
20052212,Passenger,Female,19,17_to_25
20054051,Passenger,Male,20,17_to_25
20054051,Driver,Male,19,17_to_25
20054051,Passenger,Male,20,17_to_25
20051174,Driver,Male,25,17_to_25
20051316,Motorcycle rider,Male,19,17_to_25
20052218,Passenger,Female,20,17_to_25
20052218,Passenger,Male,18,17_to_25
20052218,Driver,Female,20,17_to_25
20052287,Driver,Male,20,17_to_25
20053143,Driver,Male,31,26_to_39
20052179,Driver,Male,37,26_to_39
20055032,Driver,Male,29,26_to_39
20052133,Passenger,Male,33,26_to_39
20053144,Motorcycle rider,Male,60,40_to_64
20054072,Driver,Female,60,40_to_64
20054072,Passenger,Female,64,40_to_64
20051366,Driver,Male,40,40_to_64
20051161,Driver,Male,46,40_to_64
20051094,Driver,Female,61,40_to_64
20052099,Driver,Female,63,40_to_64
20052227,Driver,Male,57,40_to_64
20055024,Driver,Male,61,40_to_64
20051033,Driver,Male,63,40_to_64
20051320,Driver,Female,53,40_to_64
20051176,Motorcycle rider,Male,59,40_to_64
20054083,Passenger,Male,56,40_to_64
20052005,Driver,Male,48,40_to_64
20055049,Driver,Female,57,40_to_64
20051113,Driver,Male,57,40_to_64
20052139,Driver,Female,59,40_to_64
20051454,Driver,Female,48,40_to_64
20051045,Driver,Male,66,65_to_74
20055004,Pedal cyclist,Male,66,65_to_74
20052036,Driver,Male,74,65_to_74
